control number,PRE:answer,POST:answer,PRE:correct,POST:correct,score change,improved
5,Mag self-quarantine o manatili sa bahay ng 14 na araw matapos ang huling kontak sa nag positibo at subaybayan ang sarili para sa mga sintomas,Mag self-quarantine o manatili sa bahay ng 14 na araw matapos ang huling kontak sa nag positibo at subaybayan ang sarili para sa mga sintomas,1,1,0,0
6,Mag self-quarantine o manatili sa bahay ng 14 na araw matapos ang huling kontak sa nag positibo at subaybayan ang sarili para sa mga sintomas,Lahat ng nabanggit,1,0,1,0
7,Humingi ng medikal na atensyon at makipag-ugnayan sa doctor.,Humingi ng medikal na atensyon at makipag-ugnayan sa doctor.,0,0,0,0
8,Mag self-quarantine o manatili sa bahay ng 14 na araw matapos ang huling kontak sa nag positibo at subaybayan ang sarili para sa mga sintomas,Mag self-quarantine o manatili sa bahay ng 14 na araw matapos ang huling kontak sa nag positibo at subaybayan ang sarili para sa mga sintomas,1,1,0,0
9,Lahat ng nabanggit,Lahat ng nabanggit,0,0,0,0
10,Humingi ng medikal na atensyon at makipag-ugnayan sa doctor.,Humingi ng medikal na atensyon at makipag-ugnayan sa doctor.,0,0,0,0
11,Lahat ng nabanggit,Mag self-quarantine o manatili sa bahay ng 14 na araw matapos ang huling kontak sa nag positibo at subaybayan ang sarili para sa mga sintomas,0,1,1,1
13,Lahat ng nabanggit,Mag self-quarantine o manatili sa bahay ng 14 na araw matapos ang huling kontak sa nag positibo at subaybayan ang sarili para sa mga sintomas,0,1,1,1
14,Lahat ng nabanggit,Lahat ng nabanggit,0,0,0,0
15,Lahat ng nabanggit,Lahat ng nabanggit,0,0,0,0
16,Lahat ng nabanggit,Lahat ng nabanggit,0,0,0,0
17,Mag self-quarantine o manatili sa bahay ng 14 na araw matapos ang huling kontak sa nag positibo at subaybayan ang sarili para sa mga sintomas,Lahat ng nabanggit,1,0,1,0
18,Lahat ng nabanggit,Mag self-quarantine o manatili sa bahay ng 14 na araw matapos ang huling kontak sa nag positibo at subaybayan ang sarili para sa mga sintomas,0,1,1,1
