control number,PRE:answer,POST:answer,PRE:correct,POST:correct,score change,improved
5,"A, B, at C",Kakapusan ng hininga,1,0,1,0
6,Banayad na Pneumonia (Mild Pneumonia),Banayad na Pneumonia (Mild Pneumonia),0,0,0,0
7,Kakapusan ng hininga,Kakapusan ng hininga,0,0,0,0
8,Hirap sa paghinga,"A, B, at C",0,1,1,1
9,Hirap sa paghinga,Hirap sa paghinga,0,0,0,0
11,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
14,"A, B, at C","A, B, at C",1,1,0,0
18,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
19,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
21,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
22,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
23,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
24,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
25,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
26,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
27,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
28,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
29,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
30,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
31,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
32,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
33,"A, B, at C","A, B, at C",1,1,0,0
35,Banayad na Pneumonia (Mild Pneumonia),Banayad na Pneumonia (Mild Pneumonia),0,0,0,0
38,Hirap sa paghinga,"A, B, at C",0,1,1,1
39,"A, B, at C","A, B, at C",1,1,0,0
44,"A, B, at C","A, B, at C",1,1,0,0
49,"A, B, at C","A, B, at C",1,1,0,0
51,"A, B, at C","A, B, at C",1,1,0,0
52,Kakapusan ng hininga,"A, B, at C",0,1,1,1
53,Hirap sa paghinga,"A, B, at C",0,1,1,1
54,Hirap sa paghinga,"A, B, at C",0,1,1,1
55,Hirap sa paghinga,"A, B, at C",0,1,1,1
56,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
57,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
58,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
59,Hirap sa paghinga,"A, B, at C",0,1,1,1
60,Hirap sa paghinga,"A, B, at C",0,1,1,1
61,Hirap sa paghinga,"A, B, at C",0,1,1,1
62,Hirap sa paghinga,"A, B, at C",0,1,1,1
63,Hirap sa paghinga,"A, B, at C",0,1,1,1
64,"A, B, at C","A, B, at C",1,1,0,0
74,"A, B, at C","A, B, at C",1,1,0,0
75,"A, B, at C","A, B, at C",1,1,0,0
76,"A, B, at C","A, B, at C",1,1,0,0
81,Hirap sa paghinga,"A, B, at C",0,1,1,1
82,Hirap sa paghinga,"A, B, at C",0,1,1,1
85,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
86,"A, B, at C","A, B, at C",1,1,0,0
87,"A, B, at C","A, B, at C",1,1,0,0
88,"A, B, at C","A, B, at C",1,1,0,0
90,"A, B, at C","A, B, at C",1,1,0,0
92,"A, B, at C","A, B, at C",1,1,0,0
94,"A, B, at C","A, B, at C",1,1,0,0
95,"A, B, at C","A, B, at C",1,1,0,0
96,"A, B, at C","A, B, at C",1,1,0,0
97,Kakapusan ng hininga,Kakapusan ng hininga,0,0,0,0
103,Banayad na Pneumonia (Mild Pneumonia),Kakapusan ng hininga,0,0,0,0
104,Kakapusan ng hininga,Kakapusan ng hininga,0,0,0,0
106,"A, B, at C",Kakapusan ng hininga,1,0,1,0
107,"A, B, at C",Kakapusan ng hininga,1,0,1,0
108,Kakapusan ng hininga,Kakapusan ng hininga,0,0,0,0
110,"A, B, at C",Kakapusan ng hininga,1,0,1,0
114,Hirap sa paghinga,Hirap sa paghinga,0,0,0,0
115,Kakapusan ng hininga,Kakapusan ng hininga,0,0,0,0
117,"A, B, at C","A, B, at C",1,1,0,0
118,"A, B, at C","A, B, at C",1,1,0,0
119,"A, B, at C","A, B, at C",1,1,0,0
120,"A, B, at C","A, B, at C",1,1,0,0
121,"A, B, at C","A, B, at C",1,1,0,0
122,"A, B, at C","A, B, at C",1,1,0,0
123,"A, B, at C","A, B, at C",1,1,0,0
124,"A, B, at C","A, B, at C",1,1,0,0
125,"A, B, at C","A, B, at C",1,1,0,0
126,"A, B, at C","A, B, at C",1,1,0,0
127,"A, B, at C","A, B, at C",1,1,0,0
128,"A, B, at C","A, B, at C",1,1,0,0
129,"A, B, at C","A, B, at C",1,1,0,0
130,"A, B, at C","A, B, at C",1,1,0,0
131,Hirap sa paghinga,"A, B, at C",0,1,1,1
132,"A, B, at C","A, B, at C",1,1,0,0
133,"A, B, at C","A, B, at C",1,1,0,0
135,"A, B, at C","A, B, at C",1,1,0,0
136,"A, B, at C","A, B, at C",1,1,0,0
137,"A, B, at C","A, B, at C",1,1,0,0
138,"A, B, at C","A, B, at C",1,1,0,0
141,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
143,"A, B, at C","A, B, at C",1,1,0,0
145,"A, B, at C","A, B, at C",1,1,0,0
146,"A, B, at C","A, B, at C",1,1,0,0
147,"A, B, at C","A, B, at C",1,1,0,0
148,"A, B, at C","A, B, at C",1,1,0,0
149,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
150,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
152,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
153,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
154,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
155,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
156,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
157,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
158,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
159,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
160,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
162,Banayad na Pneumonia (Mild Pneumonia),Banayad na Pneumonia (Mild Pneumonia),0,0,0,0
169,Kakapusan ng hininga,Kakapusan ng hininga,0,0,0,0
178,"A, B, at C","A, B, at C",1,1,0,0
180,"A, B, at C","A, B, at C",1,1,0,0
181,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
182,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
183,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
184,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
185,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
186,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
187,"A, B, at C","A, B, at C",1,1,0,0
188,"A, B, at C","A, B, at C",1,1,0,0
189,"A, B, at C","A, B, at C",1,1,0,0
190,"A, B, at C","A, B, at C",1,1,0,0
191,"A, B, at C","A, B, at C",1,1,0,0
192,"A, B, at C","A, B, at C",1,1,0,0
194,"A, B, at C","A, B, at C",1,1,0,0
195,"A, B, at C","A, B, at C",1,1,0,0
196,Hirap sa paghinga,Hirap sa paghinga,0,0,0,0
197,Banayad na Pneumonia (Mild Pneumonia),Banayad na Pneumonia (Mild Pneumonia),0,0,0,0
198,Hirap sa paghinga,Hirap sa paghinga,0,0,0,0
199,Banayad na Pneumonia (Mild Pneumonia),Hirap sa paghinga,0,0,0,0
204,Hirap sa paghinga,Hirap sa paghinga,0,0,0,0
205,Hirap sa paghinga,"A, B, at C",0,1,1,1
206,"A, B, at C","A, B, at C",1,1,0,0
212,"A, B, at C","A, B, at C",1,1,0,0
213,Banayad na Pneumonia (Mild Pneumonia),Banayad na Pneumonia (Mild Pneumonia),0,0,0,0
214,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
216,Hirap sa paghinga,"A, B, at C",0,1,1,1
217,Hirap sa paghinga,"A, B, at C",0,1,1,1
218,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
219,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
220,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
221,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
223,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
224,Banayad na Pneumonia (Mild Pneumonia),"A, B, at C",0,1,1,1
