control number,PRE:answer,POST:answer,PRE:correct,POST:correct,score change,improved
5,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
7,"Hindi, parehas ang bilang ng sintomas na nararanasan ng lahat.","Hindi, parehas ang bilang ng sintomas na nararanasan ng lahat.",0,0,0,0
8,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
9,"Hindi, parehas ang bilang ng sintomas na nararanasan ng lahat.","Hindi, parehas ang bilang ng sintomas na nararanasan ng lahat.",0,0,0,0
11,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
18,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
19,"Hindi, parehas ang bilang ng sintomas na nararanasan ng lahat.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",0,1,1,1
21,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
23,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
24,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
25,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
28,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
29,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
30,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
31,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
32,"Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.","Oo, maaaring hindi lahat ng sintomas ay maranasan ng ibang tao.",1,1,0,0
