control number,PRE:answer,POST:answer,PRE:correct,POST:correct,score change,improved
5,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
6,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
7,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
8,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
9,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
10,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
11,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
13,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
14,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
15,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
16,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
18,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
19,"Oo, dahil nagdudulot ng COVID-19 na impeksiyon ang bakuna","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",0,1,1,1
21,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
22,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
23,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
24,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
25,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
26,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
27,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
28,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
29,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
30,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
31,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
32,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
33,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
35,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
38,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Oo, dahil nagdudulot ng COVID-19 na impeksiyon ang bakuna",1,0,1,0
39,"Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang",1,1,0,0
