control number,PRE:answer,POST:answer,PRE:correct,POST:correct,score change,improved
5,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,0,0,0,0
6,Sabihan ang mga nakasalamuhang tao na sila ay nalantad sa COVID-19,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,0,0,0,0
7,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,"Humingi ng medikal na atensyon kung nakaramdam ng hirap sa paghinga, sakit sa dibdib, o iba pang kabaha-bahalang sintomas.",0,0,0,0
8,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,0,0,0,0
9,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,0,0,0,0
11,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
14,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
18,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
19,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
21,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
22,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
23,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
24,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
25,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
26,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
27,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
28,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
29,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
30,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
31,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
32,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
33,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
35,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
38,"Humingi ng medikal na atensyon kung nakaramdam ng hirap sa paghinga, sakit sa dibdib, o iba pang kabaha-bahalang sintomas.",Lahat ng nabanggit.,0,1,1,1
39,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
44,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
49,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
51,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
52,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
53,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
54,Lahat ng nabanggit.,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,1,0,1,0
55,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
56,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
57,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
58,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
59,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
60,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
61,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
62,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
63,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
64,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
74,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
75,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
76,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
81,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
82,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
85,Sabihan ang mga nakasalamuhang tao na sila ay nalantad sa COVID-19,Lahat ng nabanggit.,0,1,1,1
86,Sabihan ang mga nakasalamuhang tao na sila ay nalantad sa COVID-19,Lahat ng nabanggit.,0,1,1,1
87,Sabihan ang mga nakasalamuhang tao na sila ay nalantad sa COVID-19,Lahat ng nabanggit.,0,1,1,1
88,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
90,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
92,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
94,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
95,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
96,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
97,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
98,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,0,0,0,0
103,"Humingi ng medikal na atensyon kung nakaramdam ng hirap sa paghinga, sakit sa dibdib, o iba pang kabaha-bahalang sintomas.",Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,0,0,0,0
104,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
106,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
107,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
108,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
110,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
114,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
115,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
117,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
118,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
119,Sabihan ang mga nakasalamuhang tao na sila ay nalantad sa COVID-19,Lahat ng nabanggit.,0,1,1,1
120,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
121,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
122,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
123,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
124,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
125,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
126,Lahat ng nabanggit.,Lahat ng nabanggit.,1,1,0,0
127,Ihiwalay ang sarili sa ibang tao at subaybayan ang iyong mga sintomas.,Lahat ng nabanggit.,0,1,1,1
