control number,PRE:answer,POST:answer,PRE:correct,POST:correct,score change,improved
5,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
6,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
7,"Hindi, walang ebidensiya tungkol dito","Oo, mataas ang posibilidad na magkaroon ng autism",1,0,1,0
8,"Hindi, walang ebidensiya tungkol dito","Oo, mataas ang posibilidad na magkaroon ng autism",1,0,1,0
9,"Oo, mayroong maliit na pagkakataon","Oo, mayroong maliit na pagkakataon",0,0,0,0
11,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
14,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
18,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
19,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
21,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
22,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
23,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
24,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
25,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
26,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
27,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
28,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
29,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
30,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
31,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
32,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
33,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
35,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
38,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
39,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
44,"Oo, lalo na yung mga bulnerable sa sakit","Oo, lalo na yung mga bulnerable sa sakit",0,0,0,0
49,"Oo, lalo na yung mga bulnerable sa sakit","Oo, lalo na yung mga bulnerable sa sakit",0,0,0,0
51,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
52,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
53,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
54,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
55,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
56,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
57,"Hindi, walang ebidensiya tungkol dito","Oo, mayroong maliit na pagkakataon",1,0,1,0
58,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
59,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
60,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
61,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
62,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
63,"Oo, lalo na yung mga bulnerable sa sakit","Hindi, walang ebidensiya tungkol dito",0,1,1,1
64,"Hindi, walang ebidensiya tungkol dito","Oo, mayroong maliit na pagkakataon",1,0,1,0
74,"Hindi, walang ebidensiya tungkol dito","Oo, lalo na yung mga bulnerable sa sakit",1,0,1,0
75,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
76,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
81,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
82,"Hindi, walang ebidensiya tungkol dito","Oo, lalo na yung mga bulnerable sa sakit",1,0,1,0
85,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
86,"Oo, mayroong maliit na pagkakataon","Hindi, walang ebidensiya tungkol dito",0,1,1,1
87,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
88,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
90,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
92,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
94,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
95,"Oo, lalo na yung mga bulnerable sa sakit","Hindi, walang ebidensiya tungkol dito",0,1,1,1
96,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
97,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
98,"Oo, lalo na yung mga bulnerable sa sakit","Oo, lalo na yung mga bulnerable sa sakit",0,0,0,0
103,"Oo, mayroong maliit na pagkakataon","Hindi, walang ebidensiya tungkol dito",0,1,1,1
104,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
106,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
107,"Oo, lalo na yung mga bulnerable sa sakit","Hindi, walang ebidensiya tungkol dito",0,1,1,1
108,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
110,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
114,"Oo, mataas ang posibilidad na magkaroon ng autism","Oo, mataas ang posibilidad na magkaroon ng autism",0,0,0,0
115,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
117,"Hindi, walang ebidensiya tungkol dito","Hindi, walang ebidensiya tungkol dito",1,1,0,0
118,"Oo, mayroong maliit na pagkakataon","Hindi, walang ebidensiya tungkol dito",0,1,1,1
119,"Oo, mataas ang posibilidad na magkaroon ng autism","Hindi, walang ebidensiya tungkol dito",0,1,1,1
120,"Oo, lalo na yung mga bulnerable sa sakit","Hindi, walang ebidensiya tungkol dito",0,1,1,1
